source,language,package,function,n_calls,n_deposits
dataverse,stata,est2tex,est2vec,500,15
dataverse,r,dplyr,between,351,15
dataverse,r,mediation,mediate,341,15
zenodo,stata,reghdfe,estfe,328,15
zenodo,stata,rangestat,rangestat,220,15
dataverse,stata,rd,rd,183,15
zenodo,stata,cibar,cibar,151,15
dataverse,python,numpy,diff,146,15
dataverse,r,broom.mixed,tidy,138,15
dataverse,r,ggeffects,ggpredict,128,15
dataverse,r,zoo,rollmean,125,15
dataverse,stata,mylabels,mylabels,118,15
dataverse,python,scipy,pearsonr,93,15
zenodo,python,numpy,quantile,88,15
dataverse,stata,sppack,spmat,88,15
dataverse,python,numpy,cov,86,15
dataverse,python,numpy,linalg.solve,85,15
zenodo,stata,sutex,sutex,74,15
dataverse,stata,geoinpoly,geoinpoly,74,15
zenodo,stata,eventstudyinteract,eventstudyinteract,71,15
dataverse,r,data.table,shift,71,15
zenodo,python,numpy,var,69,15
dataverse,python,scipy,sparse,69,15
dataverse,r,gt,gt,68,15
dataverse,r,cowplot,get_legend,63,15
dataverse,stata,vioplot,vioplot,61,15
zenodo,python,pandas,isna,60,15
dataverse,stata,latab,latabstat,58,15
zenodo,stata,cdfplot,cdfplot,56,15
zenodo,python,matplotlib,rcParams.update,55,15
dataverse,r,tidyr,complete,54,15
zenodo,python,numpy,sin,52,15
zenodo,stata,missings,missings,51,15
dataverse,r,sf,read_sf,50,15
zenodo,r,scales,percent,48,15
zenodo,python,pandas,DataFrame.from_dict,48,15
dataverse,r,quanteda,tokens,48,15
zenodo,r,readxl,read_excel,46,15
dataverse,stata,twowayfeweights,twowayfeweights,46,15
dataverse,r,kableExtra,kbl,46,15
dataverse,python,ipython,HTML,46,15
dataverse,r,plyr,ldply,39,15
dataverse,python,scikit-learn,metrics,39,15
dataverse,python,scikit-learn,linear_model,38,15
dataverse,stata,stripplot,stripplot,36,15
zenodo,python,nltk,stopwords,33,15
dataverse,stata,splitvallabels,splitvallabels,33,15
zenodo,python,numpy,meshgrid,30,15
dataverse,r,quanteda,corpus,30,15
dataverse,r,gridExtra,arrangeGrob,29,15
dataverse,python,wordcloud,WordCloud,27,15
dataverse,r,ggrepel,geom_label_repel,22,15
dataverse,stata,maptile,maptile_install,21,15
dataverse,stata,clustse,cgmwildboot,471,14
dataverse,python,numpy,sin,369,14
dataverse,python,pandas,Categorical,273,14
zenodo,stata,pdslasso,pdslasso,272,14
dataverse,python,numpy,expand_dims,222,14
dataverse,python,torch,cat,193,14
dataverse,python,numpy,copy,192,14
zenodo,stata,weakivtest,weakivtest,182,14
zenodo,stata,rdrobust,rdbwselect,137,14
zenodo,python,numpy,average,129,14
dataverse,python,numpy,multiply,129,14
dataverse,r,dplyr,first,120,14
dataverse,python,numpy,isclose,116,14
dataverse,python,numpy,random.permutation,114,14
dataverse,stata,rwolf2,rwolf2,110,14
zenodo,python,numpy,clip,102,14
dataverse,stata,qreg2,qreg2,85,14
zenodo,python,matplotlib,text,80,14
dataverse,stata,cmogram,cmogram,72,14
zenodo,python,numpy,ceil,66,14
zenodo,stata,palettes,colorpalette,63,14
dataverse,r,dplyr,coalesce,63,14
dataverse,r,kableExtra,footnote,63,14
dataverse,r,raster,extract,61,14
dataverse,python,scikit-learn,r2_score,60,14
zenodo,r,tidyr,pivot_longer,55,14
dataverse,r,Hmisc,wtd.var,52,14
dataverse,r,quanteda,dfm,47,14
dataverse,python,torch,cuda.empty_cache,47,14
zenodo,python,numpy,argmin,44,14
zenodo,python,scipy,stats,44,14
dataverse,python,pandas,ExcelWriter,43,14
dataverse,r,stringr,str_count,42,14
dataverse,python,pandas,crosstab,41,14
dataverse,r,haven,zap_labels,41,14
dataverse,stata,freduse,freduse,40,14
dataverse,python,matplotlib,axis,38,14
dataverse,r,ggplot2,guides,36,14
dataverse,python,scikit-learn,preprocessing,34,14
dataverse,r,stringi,stri_trans_general,33,14
dataverse,stata,geo2xy,geo2xy,33,14
dataverse,stata,psmatch2,psgraph,32,14
dataverse,python,scikit-learn,LabelEncoder,32,14
dataverse,python,scikit-learn,auc,30,14
dataverse,r,rgdal,readOGR,27,14
dataverse,r,broom,glance,19,14
dataverse,stata,bacondecomp,b,18,14
dataverse,python,pandas,Timestamp,678,13
zenodo,r,here,here,665,13
zenodo,python,pandas,read_pickle,359,13
dataverse,python,numpy,allclose,339,13
dataverse,r,data.table,as.data.table,263,13
dataverse,stata,tuples,tuples,256,13
zenodo,r,remotes,install_version,219,13
dataverse,r,lme4,lmer,181,13
dataverse,python,numpy,shape,172,13
dataverse,python,numpy,ravel,169,13
zenodo,python,numpy,load,165,13
dataverse,stata,vreverse,vreverse,161,13
dataverse,python,numpy,loadtxt,157,13
dataverse,stata,gtools,fasterxtile,136,13
dataverse,r,stringr,str_sub,132,13
dataverse,python,pandas,notna,114,13
dataverse,r,fixest,etable,112,13
zenodo,r,dplyr,lead,107,13
zenodo,stata,reclink,reclink,104,13
dataverse,stata,est2tex,est2tex,103,13
dataverse,stata,nnmatch,nnmatch,103,13
zenodo,r,dplyr,bind_rows,98,13
dataverse,python,numpy,kron,93,13
dataverse,r,dplyr,starts_with,88,13
dataverse,stata,pre,pre,86,13
zenodo,python,numpy,diff,85,13
dataverse,r,dplyr,relocate,80,13
dataverse,r,purrr,map_dbl,78,13
dataverse,python,numpy,array_equal,77,13
dataverse,r,zoo,na.locf,69,13
dataverse,python,numpy,set_printoptions,69,13
dataverse,python,matplotlib,annotate,66,13
dataverse,r,sjPlot,plot_model,64,13
dataverse,r,purrr,map2,63,13
dataverse,python,torch,Linear,63,13
zenodo,python,seaborn,set,62,13
dataverse,python,matplotlib,FuncFormatter,61,13
dataverse,r,survey,svyglm,61,13
dataverse,r,lubridate,as_date,61,13
dataverse,r,psych,principal,56,13
dataverse,python,matplotlib,rcParams,52,13
dataverse,r,data.table,melt,51,13
dataverse,python,PyYAML,safe_load,49,13
dataverse,r,purrr,map_df,46,13
dataverse,python,matplotlib,errorbar,45,13
dataverse,r,lubridate,floor_date,43,13
dataverse,r,gt,gtsave,40,13
dataverse,python,scikit-learn,roc_curve,32,13
dataverse,r,nnet,multinom,32,13
dataverse,r,caret,confusionMatrix,30,13
dataverse,r,tidyr,fill,29,13
zenodo,python,numpy,prod,28,13
zenodo,python,pandas,get_dummies,26,13
zenodo,python,scikit-learn,TfidfVectorizer,26,13
dataverse,r,corrplot,corrplot,26,13
dataverse,r,jsonlite,fromJSON,26,13
dataverse,python,scipy,fsolve,26,13
dataverse,r,rio,export,23,13
dataverse,python,nltk,SnowballStemmer,16,13
dataverse,stata,newey2,newey2,326,12
dataverse,stata,gtools,hashsort,320,12
dataverse,stata,did_multiplegt_dyn,did_multiplegt_dyn,298,12
dataverse,python,numpy,cos,260,12
dataverse,stata,reg2hdfe,reg2hdfe,253,12
dataverse,python,numpy,reshape,166,12
dataverse,python,numpy,meshgrid,137,12
dataverse,r,lfe,waldtest,136,12
zenodo,python,numpy,random.randint,133,12
zenodo,r,raster,extract,129,12
dataverse,python,numpy,log10,117,12
dataverse,r,ggplot2,ggtitle,109,12
dataverse,python,numpy,transpose,107,12
zenodo,python,numpy,nanmean,106,12
zenodo,stata,leebounds,leebounds,105,12
dataverse,python,numpy,prod,104,12
dataverse,python,numpy,interp,97,12
zenodo,python,matplotlib,axvline,95,12
dataverse,r,psych,fa,94,12
dataverse,python,numpy,nonzero,94,12
dataverse,r,plyr,llply,87,12
zenodo,stata,center,center,78,12
zenodo,stata,addplot,addplot,72,12
zenodo,r,dplyr,arrange,70,12
zenodo,python,Shapely,Point,65,12
dataverse,r,latex2exp,TeX,65,12
dataverse,r,readr,parse_number,64,12
zenodo,python,numpy,array_equal,61,12
zenodo,stata,ietoolkit,iebaltab,61,12
dataverse,r,Rmisc,summarySE,60,12
dataverse,stata,rsource,rsource,60,12
dataverse,stata,semipar,semipar,57,12
dataverse,r,Hmisc,capitalize,57,12
zenodo,stata,did_multiplegt,did_multiplegt,55,12
dataverse,r,rstudioapi,isAvailable,53,12
dataverse,r,sf,st_coordinates,53,12
zenodo,python,numpy,linalg.solve,52,12
zenodo,stata,matchit,matchit,49,12
zenodo,stata,wyoung,wyoung,45,12
dataverse,r,car,vif,45,12
zenodo,stata,rwolf,rwolf,43,12
zenodo,python,scipy,optimize,42,12
dataverse,python,matplotlib,fill_between,41,12
zenodo,stata,distplot,distplot,40,12
dataverse,stata,nsplit,nsplit,38,12
dataverse,r,ggplot2,guide_legend,38,12
dataverse,stata,savesome,savesome,35,12
dataverse,r,ggplot2,scale_color_manual,35,12
dataverse,r,ggplot2,element_rect,34,12
dataverse,r,ggplot2,geom_hline,33,12
dataverse,python,numpy,array_split,33,12
zenodo,python,numpy,random.multivariate_normal,32,12
zenodo,python,numpy,cos,31,12
dataverse,r,plyr,revalue,30,12
dataverse,r,openxlsx,read.xlsx,27,12
dataverse,python,scikit-learn,Lasso,26,12
dataverse,r,patchwork,plot_layout,24,12
dataverse,python,torch,Dataset,24,12
zenodo,python,pandas,ExcelWriter,23,12
zenodo,python,requests,get,21,12
dataverse,python,matplotlib,Axes3D,17,12
dataverse,python,numba,jit,280,11
dataverse,r,stringr,str_c,251,11
dataverse,stata,randcmd,randcmd,191,11
dataverse,stata,xlincom,xlincom,167,11
dataverse,r,foreach,foreach,160,11
dataverse,r,data.table,data.table,159,11
zenodo,stata,ftools,fcollapse,144,11
dataverse,stata,lassopack,rlasso,133,11
dataverse,python,numpy,bincount,129,11
dataverse,python,scipy,ttest_ind,124,11
zenodo,stata,csdid,csdid,118,11
zenodo,python,geopandas,GeoDataFrame,117,11
dataverse,stata,fastcd,c,112,11
dataverse,stata,krls,krls,107,11
dataverse,stata,gsample,gsample,100,11
zenodo,stata,keeporder,keeporder,92,11
dataverse,python,scikit-learn,RandomForestRegressor,89,11
dataverse,python,pandas,MultiIndex.from_tuples,85,11
zenodo,stata,sxpose,sxpose,84,11
dataverse,r,kableExtra,row_spec,78,11
dataverse,stata,mixlogit,mixlogit,76,11
dataverse,python,PyYAML,load,76,11
dataverse,python,pandas,DateOffset,70,11
zenodo,python,numpy,isscalar,68,11
dataverse,r,readxl,read_xls,68,11
zenodo,python,numpy,empty_like,67,11
zenodo,python,numpy,stack,67,11
dataverse,python,numpy,isin,67,11
dataverse,python,matplotlib,setp,63,11
dataverse,r,data.table,setDT,58,11
dataverse,python,numpy,searchsorted,57,11
dataverse,r,gdata,keep,56,11
dataverse,python,torch,load,55,11
dataverse,python,numpy,argwhere,53,11
dataverse,r,arm,rescale,51,11
dataverse,r,purrr,map_chr,51,11
dataverse,python,numpy,divide,48,11
dataverse,python,numpy,amax,48,11
zenodo,stata,fs,fs,46,11
dataverse,stata,marhis,marhis,44,11
dataverse,r,ggplot2,geom_errorbar,44,11
dataverse,python,torch,manual_seed,43,11
dataverse,python,matplotlib,clf,42,11
dataverse,stata,shufflevar,shufflevar,41,11
dataverse,r,ggforce,facet_col,39,11
zenodo,python,pandas,cut,38,11
dataverse,r,ggplot2,geom_errorbarh,38,11
zenodo,python,matplotlib,axis,37,11
zenodo,stata,stop,stop,37,11
zenodo,python,pandas,qcut,36,11
dataverse,r,ggtext,element_markdown,36,11
dataverse,python,pandas,ExcelFile,35,11
dataverse,python,scikit-learn,resample,33,11
zenodo,python,seaborn,set_style,30,11
dataverse,r,dplyr,summarise_all,30,11
zenodo,stata,stop,STOP,28,11
dataverse,r,dplyr,everything,28,11
dataverse,python,fuzzywuzzy,fuzz,28,11
dataverse,stata,vincenty,vincenty,27,11
dataverse,r,Hmisc,wtd.quantile,26,11
dataverse,python,tabulate,tabulate,26,11
dataverse,python,seaborn,set_palette,24,11
dataverse,r,writexl,write_xlsx,21,11
dataverse,python,matplotlib,tick_params,20,11
zenodo,python,matplotlib,FormatStrFormatter,19,11
zenodo,r,devtools,install_github,18,11
dataverse,r,lubridate,mdy,17,11
dataverse,stata,ietoolkit,ieboilstart,17,11
dataverse,python,Shapely,Polygon,17,11
zenodo,python,wordcloud,WordCloud,15,11
dataverse,r,stopwords,stopwords,14,11
zenodo,stata,gtools,hashsort,349,10
zenodo,python,numpy,matmul,250,10
dataverse,r,data.table,setnames,210,10
dataverse,python,numpy,matmul,180,10
dataverse,python,scipy,csr_matrix,153,10
dataverse,r,cregg,mm,153,10
dataverse,stata,asgen,asgen,136,10
dataverse,python,numpy,logical_and,117,10
dataverse,python,numpy,insert,114,10
zenodo,python,numpy,divide,107,10
dataverse,r,lubridate,wday,107,10
dataverse,python,torch,zeros,105,10
dataverse,r,ggstance,geom_pointrangeh,103,10
dataverse,python,numpy,squeeze,99,10
dataverse,python,numpy,empty_like,87,10
zenodo,stata,xtscc,xtscc,85,10
dataverse,stata,mgen,mgen,77,10
zenodo,r,dplyr,ungroup,73,10
dataverse,r,dplyr,sample_n,73,10
dataverse,python,matplotlib,gcf,72,10
zenodo,r,dplyr,summarize,71,10
dataverse,python,torch,sum,69,10
dataverse,r,knitr,is_latex_output,67,10
dataverse,r,ggthemes,theme_map,65,10
zenodo,python,matplotlib,hist,63,10
zenodo,stata,rscript,rscript,62,10
zenodo,stata,qqvalue,qqvalue,60,10
dataverse,stata,csdid,csdid_plot,60,10
dataverse,python,numpy,outer,60,10
dataverse,python,seaborn,kdeplot,58,10
zenodo,python,numpy,full_like,56,10
dataverse,r,RSQLite,SQLite,55,10
dataverse,r,lmtest,waldtest,55,10
dataverse,r,viridis,viridis,54,10
dataverse,r,units,set_units,53,10
zenodo,stata,gtools,gquantiles,52,10
zenodo,stata,dataout,dataout,52,10
dataverse,stata,stddiff,stddiff,52,10
dataverse,python,numpy,corrcoef,52,10
dataverse,stata,fastxtile,fastxtile,52,10
zenodo,python,matplotlib,setp,51,10
dataverse,r,dplyr,mutate_if,51,10
dataverse,python,pandas,notnull,48,10
dataverse,r,dplyr,as_tibble,48,10
dataverse,python,torch,save,47,10
zenodo,stata,stripplot,stripplot,46,10
dataverse,python,pandas,read_json,46,10
zenodo,r,knitr,kable,45,10
dataverse,r,tidyr,crossing,45,10
zenodo,python,nltk,download,44,10
dataverse,python,matplotlib,Normalize,44,10
dataverse,python,scipy,optimize,44,10
zenodo,python,pandas,MultiIndex.from_tuples,43,10
zenodo,python,matplotlib,style.use,42,10
zenodo,r,dplyr,recode,42,10
dataverse,python,scikit-learn,cross_val_score,42,10
dataverse,python,numpy,split,39,10
zenodo,stata,gtools,gstats,38,10
dataverse,r,ggplot2,theme_minimal,37,10
dataverse,r,tictoc,tic,37,10
dataverse,stata,mipolate,mipolate,36,10
dataverse,python,scikit-learn,LinearSVC,36,10
zenodo,python,pandas,isnull,35,10
dataverse,r,Rcpp,sourceCpp,35,10
dataverse,python,seaborn,despine,35,10
zenodo,stata,ebalance,ebalance,34,10
dataverse,r,plm,pdata.frame,34,10
dataverse,python,matplotlib,ListedColormap,33,10
dataverse,stata,asrol,asrol,33,10
dataverse,r,scales,date_format,33,10
dataverse,python,numpy,linalg.pinv,30,10
zenodo,python,matplotlib,pyplot,28,10
dataverse,python,scikit-learn,balanced_accuracy_score,28,10
dataverse,python,scikit-learn,StratifiedKFold,27,10
dataverse,python,cycler,cycler,27,10
dataverse,python,pandas,pivot_table,26,10
zenodo,python,scikit-learn,train_test_split,25,10
dataverse,python,scipy,root,20,10
dataverse,r,dplyr,anti_join,20,10
dataverse,python,statsmodels,summary_col,19,10
dataverse,python,transformers,BertTokenizer,19,10
dataverse,stata,bacondecomp,bacondecomp,19,10
dataverse,python,scikit-learn,cohen_kappa_score,17,10
zenodo,python,numpy,save,16,10
dataverse,r,extrafont,loadfonts,16,10
dataverse,r,lubridate,week,14,10
dataverse,r,lubridate,quarter,14,10
dataverse,python,scikit-learn,TfidfTransformer,12,10
zenodo,r,renv,restore,11,10
dataverse,stata,project,project,1629,9
dataverse,stata,xsvmat,xsvmat,1242,9
dataverse,python,pandas,Index,630,9
dataverse,r,lmtest,lrtest,232,9
dataverse,stata,eret2,eret2,215,9
zenodo,r,dplyr,left_join,161,9
dataverse,r,sf,st_crs,151,9
dataverse,stata,parallel,parallel,136,9
zenodo,stata,xtabond2,xtabond2,130,9
dataverse,python,numpy,isscalar,129,9
dataverse,r,fixest,feglm,128,9
dataverse,r,sf,st_transform,122,9
dataverse,r,Zelig,sim,108,9
dataverse,stata,erepost,erepost,107,9
zenodo,r,rstudioapi,getSourceEditorContext,100,9
dataverse,python,numpy,delete,87,9
dataverse,python,torch,stack,83,9
dataverse,python,pandas,MultiIndex.from_product,80,9
zenodo,stata,nnls,svmat2,76,9
dataverse,python,numpy,isinf,73,9
dataverse,r,kableExtra,column_spec,71,9
dataverse,python,numpy,histogram,70,9
zenodo,python,numpy,multiply,69,9
zenodo,r,reshape2,melt,64,9
dataverse,stata,ihstrans,ihstrans,64,9
zenodo,stata,ssaggregate,ssaggregate,58,9
dataverse,r,ggplot2,facet_grid,58,9
zenodo,python,numpy,delete,56,9
dataverse,python,numpy,nansum,56,9
zenodo,python,numpy,interp,55,9
zenodo,python,matplotlib,Patch,55,9
dataverse,r,stringr,str_remove_all,49,9
dataverse,python,matplotlib,FontProperties,49,9
dataverse,r,DBI,dbConnect,48,9
dataverse,python,scikit-learn,GradientBoostingClassifier,47,9
dataverse,stata,tabplot,tabplot,46,9
zenodo,python,numpy,logical_and,44,9
zenodo,python,numpy,sign,44,9
dataverse,python,datasets,load_dataset,44,9
dataverse,python,scikit-learn,MinMaxScaler,44,9
zenodo,stata,honestdid,honestdid,42,9
zenodo,python,joblib,Parallel,41,9
zenodo,python,joblib,delayed,41,9
dataverse,python,scipy,entropy,41,9
dataverse,r,quanteda,convert,40,9
zenodo,python,numpy,isclose,39,9
zenodo,r,broom,tidy,38,9
zenodo,python,scipy,sparse,37,9
zenodo,stata,mipolate,mipolate,37,9
dataverse,python,scikit-learn,BaseEstimator,37,9
dataverse,r,tictoc,toc,37,9
dataverse,r,dplyr,summarize_all,36,9
dataverse,python,matplotlib,MaxNLocator,36,9
dataverse,python,numpy,random.default_rng,36,9
dataverse,python,pandas,DataFrame.from_records,35,9
zenodo,stata,rwolf2,rwolf2,34,9
dataverse,r,Hmisc,wtd.mean,34,9
dataverse,python,numpy,nan_to_num,33,9
zenodo,python,nltk,word_tokenize,32,9
dataverse,r,dplyr,tibble,32,9
dataverse,r,dplyr,rowwise,31,9
dataverse,r,rlang,parse_expr,30,9
zenodo,stata,sutex2,sutex2,28,9
dataverse,r,egg,ggarrange,27,9
dataverse,r,ggplot2,geom_line,26,9
dataverse,r,igraph,degree,26,9
dataverse,r,sf,st_drop_geometry,25,9
dataverse,stata,tsegen,tsegen,24,9
dataverse,python,matplotlib,imshow,21,9
dataverse,python,scikit-learn,svm,20,9
dataverse,stata,wbopendata,wbopendata,20,9
dataverse,r,progress,progress_bar,20,9
dataverse,python,torch,Dropout,20,9
zenodo,python,numpy,nonzero,19,9
dataverse,python,seaborn,set_theme,19,9
zenodo,python,matplotlib,colorbar,18,9
dataverse,r,tidyr,extract,18,9
zenodo,python,numpy,random.rand,17,9
dataverse,r,scales,number,17,9
zenodo,r,rmarkdown,render,15,9
dataverse,python,networkx,Graph,15,9
dataverse,python,numpy,linalg.det,14,9
zenodo,python,scikit-learn,PCA,12,9
dataverse,python,plotly,make_subplots,12,9
zenodo,stata,maptile,maptile_install,11,9
dataverse,stata,gtools,gtools,11,9
dataverse,python,matplotlib,LinearSegmentedColormap,10,9
dataverse,python,numpy,random.RandomState,806,8
zenodo,python,seaborn,color_palette,280,8
dataverse,stata,mimrgns,mimrgns,243,8
dataverse,r,arrow,read_parquet,211,8
zenodo,stata,lincomest,lincomest,210,8
zenodo,stata,parmest,parmby,169,8
dataverse,stata,clustse,clustse,157,8
dataverse,stata,ftools,fegen,131,8
zenodo,stata,tabstatmat,tabstatmat,120,8
dataverse,stata,cluster2,cluster2,110,8
zenodo,python,numpy,savetxt,106,8
dataverse,python,pandas,Grouper,96,8
dataverse,python,joblib,load,95,8
dataverse,stata,kpss,kpss,93,8
dataverse,stata,metareg,metareg,93,8
dataverse,stata,gzsave,gzuse,90,8
zenodo,python,numpy,atleast_1d,82,8
dataverse,r,texreg,extract,80,8
zenodo,python,numpy,loadtxt,69,8
dataverse,stata,regife,regife,69,8
dataverse,python,numpy,nanmax,68,8
dataverse,python,numpy,identity,67,8
dataverse,r,dplyr,collect,66,8
dataverse,python,numpy,polyfit,66,8
dataverse,python,numpy,square,65,8
dataverse,r,lme4,glmer,64,8
zenodo,stata,cmogram,cmogram,63,8
zenodo,stata,weakiv,weakiv,61,8
dataverse,stata,keeporder,keeporder,60,8
dataverse,r,dplyr,transmute,59,8
zenodo,python,numpy,linalg.det,58,8
dataverse,r,reshape,melt,58,8
dataverse,r,marginaleffects,avg_slopes,57,8
dataverse,python,numpy,triu,57,8
dataverse,python,numpy,ascontiguousarray,55,8
dataverse,r,ggthemes,theme_tufte,55,8
dataverse,stata,hdfe,hdfe,54,8
zenodo,python,pandas,Categorical,53,8
zenodo,r,ggplot2,ggplot,53,8
dataverse,python,numpy,linalg.eig,51,8
dataverse,python,matplotlib,Rectangle,50,8
dataverse,python,numpy,amin,48,8
zenodo,python,numpy,insert,47,8
dataverse,r,ggplot2,element_line,44,8
zenodo,python,scipy,quad,43,8
dataverse,r,emmeans,emmeans,43,8
dataverse,r,wesanderson,wes_palette,42,8
zenodo,r,ggplot2,theme,41,8
zenodo,python,matplotlib,FuncFormatter,41,8
zenodo,r,scales,percent_format,38,8
dataverse,stata,rowsort,rowsort,38,8
